sample_id,region,season,hour,ambient_temp_c,solar_irradiance_peak_w_m2,wind_speed_m_s,length_m,width_m,height_m,wall_thickness_m,roof_thickness_m,orientation,primary_material,insulation_thickness_m,pcm_thickness_m,occupant_count,equipment_load_w,air_changes_per_hour,indoor_temp_c,roof_loss_w,wall_loss_w,ground_loss_w,ventilation_loss_w,total_loss_w,envelope_r_wall,envelope_r_roof,room_volume_m3
19,siachen,winter,8,-29.35,310,14.5,4.809321472016177,3.531428923184201,2.574184043407183,0.277764625912053,0.2629827563949935,west,insulated-composite,0.0,0.0,7,101.70143877373395,0.9691668199686669,-21.1833,272.2806,81.846,376.4764,71.0984,801.7014,3.08627,0.23908,26.725
20,siachen,winter,23,-32.75,0,14.5,4.783300991269355,2.865433110481746,3.0246641904563414,0.24310040217722234,0.13596798324278567,west,insulated-composite,0.0,0.013327942847758907,8,49.79571009235007,1.068744222312426,-25.5662,463.438,105.9042,209.5169,70.9367,849.7957,2.78997,0.21246,27.489
21,spiti,winter,10,-15.549999999999999,610,14.5,4.773431448332913,4.201786316998766,2.5936304568320283,0.24539732908561485,0.2261315592555575,south,insulated-composite,0.027201403191353814,0.012669096631358769,8,173.2036928279971,0.4173826674345382,-4.9158,37.9102,92.8734,791.0294,51.3907,973.2037,3.63538,1.11432,34.448
22,siachen,winter,21,-32.55,0,14.5,4.120842415378714,3.809382371794093,2.301671902903716,0.40003756613656793,0.11299046661627607,south,rammed-earth,0.09426024472656046,0.012462705996379699,8,37.840365484377585,2.5776523693139324,-22.5981,51.3524,70.9998,544.1359,171.3522,837.8404,4.42108,3.04217,19.873
23,kaza,summer,5,2.625,40,8.2,4.927449827986643,4.447490886445323,2.334552208413147,0.31082041078429123,0.2285557175476036,north,insulated-composite,0.0,0.0,7,103.30388580683285,1.3397416394709545,8.5178,524.2383,58.7886,136.9592,83.3178,803.3039,3.45356,0.20778,31.398
24,spiti,summer,5,1.6500000000000001,40,8.2,4.102535430345384,3.4159811245656186,2.5274955644125456,0.2638392239180787,0.2714358363639863,east,rammed-earth,0.08212404562308696,0.021628497026443684,3,190.79442680876127,2.7741396527530804,9.1702,32.11,62.5931,247.2291,148.8622,490.7944,3.60998,2.87956,21.229
25,kaza,winter,18,-20.075000000000003,10,14.5,4.957762021680306,4.510979569867693,2.7327222760657404,0.3398752887802863,0.1720389035456154,east,rammed-earth,0.0,0.0,6,56.432826762629304,2.175954947809945,-16.0561,554.6992,141.5911,0.0,113.7283,810.0186,1.2588,0.1564,38.692
26,spiti,summer,22,3.25,0,8.2,3.2534796564705606,4.839849556751565,2.337407930037802,0.4376640737727242,0.30022104402127414,south,rammed-earth,0.0,0.04628578141357134,5,160.87233883331845,2.446810065254332,10.5092,196.5699,111.8771,249.0156,103.4097,660.8723,1.92955,0.5815,17.321
27,kaza,summer,2,1.9249999999999998,0,8.2,3.5138739122783664,3.9123765286811047,2.77243051403385,0.2897955458943682,0.23065794387828067,east,insulated-composite,0.0,0.04080828500120606,7,163.864048972172,1.6288136820536587,11.0582,260.6354,90.9688,397.7514,114.5085,863.864,3.49201,0.48174,22.901
28,ladakh,summer,3,2.6,0,8.2,4.255824902371138,4.435803540354608,2.8712314133085926,0.25009132749847146,0.32459163684038395,north,insulated-composite,0.03522346356701436,0.04289316425202639,7,68.69628936383162,1.2833184479845459,11.0867,97.1914,83.7804,460.7525,126.9719,768.6963,4.13212,1.64842,34.685
29,spiti,winter,7,-21.15,120,14.5,5.189057126032134,3.88248266313225,3.1361399868384625,0.3840904481728177,0.21984239103113506,south,rammed-earth,0.14169657023884671,0.029165991138870494,4,197.59367808637796,2.2379526372098373,-13.9267,23.8317,57.0162,313.5455,203.2003,597.5937,5.91083,4.68813,37.398
30,kaza,summer,10,15.225,840,8.2,3.365765035005338,3.970644999923052,2.886096365105449,0.15369080576658084,0.21357949046043662,south,insulated-composite,0.0,0.0,7,73.16462456193618,1.5380798208560882,28.7065,0.0,192.0011,793.4434,193.066,1178.5105,1.70768,0.19416,27.701
31,siachen,winter,0,-32.85,0,14.5,3.3317652329883316,4.992586644593933,3.0792000243077453,0.23517253135921168,0.30922414491523453,east,rammed-earth,0.0,0.0,1,199.83885148536297,2.0973487874876495,-29.296,210.3007,174.5855,0.0,83.3193,468.2056,0.87101,0.28111,33.256
32,ladakh,summer,14,19.2,800,8.2,3.429065625499905,4.441919851730546,2.398204227212898,0.42319146813926567,0.2640672598318725,south,insulated-composite,0.0,0.02204140290205735,1,20.977370143166084,0.4394763759388771,28.2809,0.0,30.4448,435.1147,24.0926,489.6522,4.84907,0.387,17.961
33,kaza,summer,23,3.6249999999999996,0,8.2,5.783386290516841,4.430270997760951,2.898120783978637,0.40139406559661495,0.11003782488676661,north,rammed-earth,0.13042314957999948,0.05004819268208381,2,42.486262275015754,1.6622336735210637,8.7922,30.1861,47.3237,29.9862,134.9903,242.4863,5.77252,4.38591,46.759
34,spiti,summer,13,17.650000000000002,890,8.2,3.579124472606712,3.1768968782945004,2.909904697281304,0.4440614354696045,0.2528859014942674,west,insulated-composite,0.0,0.046731054596758075,1,130.93561458695592,0.4143464892664511,27.6445,0.0,33.4564,397.532,21.0645,452.0529,5.24556,0.54144,15.133
35,ladakh,summer,11,18.0,900,8.2,4.375681927375469,4.46020237085352,2.8364083421077773,0.3217239449875912,0.13628256366626243,west,rammed-earth,0.031923730757145746,0.059001358977709625,8,74.24167385264923,1.860646482680364,28.101,0.0,92.4337,696.8726,224.9795,1014.2858,2.5523,1.48462,35.614
36,spiti,summer,6,3.55,180,8.2,4.212103172222298,3.6854218237065455,2.319217526197745,0.1902283829618296,0.16951888644531432,west,rammed-earth,0.0,0.035417636922347104,3,97.022578462643,1.9496663769988964,9.3092,63.9797,157.3686,82.4928,93.1814,397.0226,0.94067,0.39023,24.69
37,siachen,summer,23,-7.75,0,8.2,3.9511227339517134,2.590149585693409,2.6184000441568607,0.2922398025270511,0.15639821705105275,east,rammed-earth,0.04829170847060506,0.0,5,121.83894207774577,2.195405888998003,1.9622,61.9062,112.8977,337.571,109.464,621.8389,2.54575,1.60557,15.274
38,spiti,summer,14,17.25,800,8.2,4.2942545855396705,4.0650312023526425,2.5606573344502546,0.3038217733820275,0.28417642212055505,west,insulated-composite,0.122366188858174,0.0,8,185.7902955131345,1.659808897994368,28.8641,0.0,36.1762,808.2021,171.489,1015.8673,7.08386,3.96641,26.467
39,spiti,summer,6,3.55,180,8.2,3.2161774412188313,4.604983027598658,2.255567916906878,0.2341834308400968,0.18353251012538646,north,rammed-earth,0.12885970710485892,0.015792836216763417,2,76.50080656435806,2.3052699301577313,9.8356,7.5692,32.0197,133.2781,103.6338,276.5008,4.87747,4.17697,21.279
40,kaza,winter,10,-14.575,610,14.5,4.802521223835242,2.7991813896622357,2.564919361078253,0.4375287542702918,0.3488661181459093,north,rammed-earth,0.0,0.01768064495303174,7,75.97307178573791,2.1566956327484497,-4.5248,47.0392,142.7104,475.2295,110.9939,775.9731,1.73835,0.43502,15.235
41,ladakh,summer,18,11.5,90,8.2,4.575264908901783,2.90937826064574,2.365906867876534,0.4008912871650714,0.3472832506709014,east,insulated-composite,0.0,0.020452882930112073,5,171.0325515587084,2.973868493680936,19.897,186.14,46.9717,316.5241,121.3967,671.0326,4.5907,0.45206,14.463
42,spiti,winter,12,-14.35,720,14.5,4.3013370819677785,3.6733173354760034,2.35067297381324,0.20427799566926044,0.3267759055390537,east,insulated-composite,0.030406406874004054,0.0,1,61.91341128986713,1.0885601918492267,-8.2118,0.0,34.9038,125.8816,52.0583,212.8437,3.19116,1.21848,23.18
43,ladakh,winter,23,-20.4,0,14.5,4.912766101435377,4.122872625335686,2.8702032553513552,0.3788709057118588,0.11452712043036184,west,insulated-composite,0.030934993492394664,0.05217941923812706,3,117.11493834710217,1.2138325049027803,-14.1214,91.529,52.7704,181.2796,91.5359,417.1149,5.49496,1.3894,35.734
44,kaza,summer,7,7.225,380,8.2,4.514374448710495,4.773880609678375,2.787123940536981,0.4050822896501165,0.18514769889788107,east,insulated-composite,0.0,0.0,4,115.65398738082399,0.5834452329193907,15.3807,0.0,60.9233,476.0657,56.405,593.394,4.50091,0.16832,35.267
45,ladakh,winter,23,-20.4,0,14.5,3.5748090289880996,2.5620578294964313,3.127460458504027,0.28446219847706145,0.17688376810519651,north,rammed-earth,0.0,0.02694278178048025,5,21.316602132742815,1.0506596878221974,-13.6223,182.3511,185.5485,113.974,39.443,521.3166,1.23318,0.34042,16.479
46,ladakh,summer,12,19.1,920,8.2,4.432517620883198,4.403581407960019,3.103327871964053,0.3662087840155055,0.3408028058873449,west,insulated-composite,0.0,0.0,7,176.02425888714677,0.6080809921958203,32.6395,0.0,96.5188,1166.7705,96.3252,1359.6146,4.06899,0.30982,34.809
47,spiti,summer,19,7.249999999999999,0,8.2,5.909445350116709,4.9614452035790615,2.4882282454879054,0.3701260492313749,0.28749588448381713,east,insulated-composite,0.0,0.0,3,42.29655947555978,0.41055679277144336,11.347,459.6037,43.3356,0.0,24.6821,527.6213,4.11251,0.26136,43.656
48,spiti,summer,23,2.6499999999999995,0,8.2,4.23472800658218,4.484205376399931,2.2848192723118323,0.3166385130413292,0.30051494674643103,east,rammed-earth,0.0,0.05889584895369201,8,168.06495631113768,0.3998209634431704,11.4922,252.177,175.7539,510.7284,29.4056,968.065,1.56537,0.66583,24.746
49,ladakh,winter,22,-20.3,0,14.5,5.3211620482548785,4.663641370139157,2.93943146847651,0.39026147763198965,0.11224092745581982,south,insulated-composite,0.10778973172677295,0.0,2,131.94159920754424,2.6169383224870226,-15.0513,38.6686,36.22,43.1966,213.8565,331.9416,7.60259,3.36839,46.322
50,siachen,winter,22,-32.65,0,14.5,5.68690464415109,4.179032022139647,2.4376583633605975,0.4058343388895739,0.18700785585237856,west,insulated-composite,0.0,0.030067777877669392,7,73.80985720140299,1.8938646773845025,-26.4872,395.3559,52.947,193.4405,132.0665,773.8099,4.70972,0.37046,33.665
51,siachen,winter,2,-34.15,0,14.5,4.025780815636981,4.294097869103918,3.007431605976282,0.44962301102002944,0.1740905142527912,east,insulated-composite,0.0,0.014240579561788154,4,44.62783004533273,1.8521542099821908,-29.2744,332.8775,41.9663,0.0,84.8374,459.6812,5.09075,0.2532,27.951
52,ladakh,summer,20,7.4,0,8.2,4.4907497883910485,2.8359172832826536,2.5653784631991337,0.17015000065433006,0.1504947594221954,west,insulated-composite,0.0,0.05576493801427774,1,101.59038497002942,2.0132587153698522,11.8935,112.5219,64.4639,0.0,69.7587,246.7446,2.26232,0.50858,22.942
53,kaza,winter,10,-14.575,610,14.5,4.622569910834853,3.211352187779563,3.096996798772995,0.22052913506419786,0.18133568262916927,east,insulated-composite,0.0,0.0,8,115.31756995131303,2.304258463428537,-5.0846,86.6627,130.8228,466.6054,231.2267,915.3176,2.45032,0.16485,31.458
54,ladakh,summer,14,19.2,800,8.2,5.622943095872422,3.2081173331252852,2.761489394414385,0.38759232754241224,0.29595602734392834,west,insulated-composite,0.05137836801146618,0.01777207820417112,4,105.72631554561062,2.985694722124567,27.106,0.0,24.5744,366.9542,211.9994,603.528,5.98198,1.94445,26.72
55,spiti,summer,6,3.55,180,8.2,3.5555380348607026,3.9054268343439302,2.3018941573145453,0.34587663796919954,0.3388373570469527,north,insulated-composite,0.0,0.0,5,97.9350487161981,0.3967754288290406,11.9946,193.5569,51.2895,334.8155,18.2732,597.935,3.84307,0.30803,16.226
56,kaza,summer,17,12.925,270,8.2,4.548263403771337,3.28142487257146,2.2509604825748863,0.183480110474768,0.19612609449748203,south,insulated-composite,0.051988659495642006,0.03275589212058812,1,145.67415060978442,0.8589554621169924,19.4729,2.4339,38.7997,161.7105,42.73,245.6742,3.83245,1.97208,22.603
57,kaza,winter,11,-13.775,690,14.5,3.0036991875357244,3.7704183895321877,2.689502006507208,0.24992824830319135,0.2078317550366124,east,insulated-composite,0.02021589199772407,0.053138228187043904,7,171.41666711869215,1.0029410672211752,-0.4528,36.0183,91.7282,659.7573,83.9128,871.4167,3.74384,1.1558,18.685
58,ladakh,winter,14,-13.5,600,14.5,5.791153852767451,2.621423224617395,2.660769605239566,0.36346741247903336,0.13761350288936852,south,insulated-composite,0.10882358649564569,0.026536787102743334,1,44.876966894935535,2.7808226225328436,-8.2143,0.0,17.4876,30.3585,110.115,157.9611,7.51312,3.5997,22.289
59,ladakh,winter,22,-20.3,0,14.5,3.7249167262172573,3.923030126076692,2.790195382766126,0.4048305999269337,0.10118534822796849,south,rammed-earth,0.034381830783086424,0.0,7,131.4414355568553,0.7394074124833856,-10.4094,127.4684,148.1763,500.2659,55.5309,831.4414,2.54125,1.13386,22.591
60,kaza,summer,23,3.6249999999999996,0,8.2,5.9539486008529305,3.403840196597998,3.013159345820113,0.24551973534853788,0.2998033805603727,north,rammed-earth,0.13944317851734853,0.04017122271666607,5,58.94402514057226,1.4178704532309383,10.9188,31.0157,63.5039,325.4068,139.0175,558.944,5.40269,4.76591,39.993
61,spiti,winter,19,-21.65,0,14.5,5.175549962552607,4.2702280892089695,2.938580386457383,0.24514595133899364,0.3225048642794238,south,rammed-earth,0.06504222520293353,0.01827438787908875,5,42.684741514392776,0.6880403859299422,-14.6886,64.4811,105.8867,303.4316,68.8853,542.6847,3.00075,2.38599,42.789
62,spiti,summer,1,1.55,0,8.2,3.0120228142000185,2.541449504743892,3.1930845819305067,0.3253916502402497,0.1317274938796283,south,insulated-composite,0.0,0.0,8,178.4684540229846,1.7477411154007132,10.8652,595.4553,81.8834,231.2283,69.9014,978.4685,3.61546,0.11975,12.774
63,ladakh,summer,4,2.8,0,8.2,5.508735530527804,2.54540135978591,2.7957137746857277,0.2193841619060557,0.3184721244759503,east,insulated-composite,0.09729378915581237,0.0431810523330176,3,129.9386239823753,1.794560268241951,10.2692,29.7057,48.2905,242.3636,109.5788,429.9386,5.67377,3.52569,24.322
64,spiti,winter,18,-21.05,10,14.5,5.275266711554263,4.958542689982345,2.6192723879008053,0.3043749155656593,0.10311746948530331,west,rammed-earth,0.0,0.0,7,113.6414120682789,1.4014958619735263,-17.6881,899.0903,140.0287,0.0,74.4563,1113.5753,1.12731,0.09374,47.014
65,kaza,winter,18,-20.075000000000003,10,14.5,3.535325285465493,2.998854982248726,3.058982860557714,0.4237748232425794,0.15303685188082536,north,rammed-earth,0.10873560776719865,0.05807748147705162,4,152.02908282130937,2.6715874812891642,-10.6274,25.8236,63.3987,330.0695,132.7374,552.0291,5.25174,3.82133,15.646
66,spiti,winter,9,-17.05,480,14.5,5.348880390078254,3.924834546603816,2.3046150968047754,0.421191987263412,0.316393134830257,west,insulated-composite,0.0,0.0,7,37.97524588893131,0.8518728911198588,-8.6216,125.385,48.8225,503.8206,59.9471,737.9752,4.67991,0.28763,24.84
67,siachen,summer,10,3.8499999999999996,840,8.2,5.66271326546413,3.4865747203752058,2.5191324885996664,0.33262233866947405,0.24524734343701265,south,rammed-earth,0.0,0.045965626684541176,4,128.3194560561875,2.825529697829536,12.8498,0.0,112.3872,552.7847,249.9253,915.0972,1.53837,0.52939,29.241
68,spiti,winter,1,-23.15,0,14.5,5.0536862201810315,3.348694385522257,3.1548983918558076,0.22307902360758225,0.12473112627620558,south,rammed-earth,0.07123390773710542,0.018143575027727746,7,178.58648934521662,1.0509060635530172,-13.6122,67.4526,146.0571,537.5619,127.5148,878.5865,3.10578,2.39295,37.849
69,siachen,winter,23,-32.75,0,14.5,3.1355193509682793,3.7037283508157017,3.1593323476356083,0.345755760225799,0.2238766391571546,south,insulated-composite,0.0,0.02297199199272671,1,65.43853229892571,1.0958896638512654,-28.3722,142.5403,41.0035,0.0,32.4737,216.0176,3.99488,0.35667,20.138
70,siachen,summer,7,-4.15,380,8.2,5.9471000493135975,4.882497831919954,2.2718221405028847,0.19133806077834156,0.1761166316190082,north,rammed-earth,0.0,0.0,5,37.456019966986275,2.5836517860657846,2.5875,0.0,273.8924,353.1618,277.7217,904.7759,0.70866,0.16011,47.466
71,spiti,summer,9,11.850000000000001,720,8.2,4.752683580183655,4.337823568799084,2.4960328629100257,0.2613757911264831,0.20121374110663343,west,rammed-earth,0.052923211672025655,0.052596657889739926,7,159.02353778142225,0.8583965242878857,21.9797,0.0,82.3734,740.294,98.8004,921.4678,2.92244,2.1373,33.805
72,spiti,summer,9,11.850000000000001,720,8.2,5.5394356082038705,2.9487301808652187,2.6135679313099702,0.28495778998323784,0.16131474325580242,south,insulated-composite,0.0,0.023226990557565552,6,173.2402368923967,2.6613528776100437,23.0757,0.0,85.3875,711.8426,267.3604,1064.5905,3.32104,0.3015,26.625
73,spiti,winter,12,-14.35,720,14.5,5.66396648581674,4.443396783319231,2.717661521287729,0.29718237465356157,0.23243641654562447,west,rammed-earth,0.05182354520151891,0.05700095054037573,5,98.22135524558426,0.6557380488085822,-6.6838,0.0,81.1077,469.7054,75.3449,626.158,3.05109,2.16172,44.592
74,siachen,winter,4,-34.65,0,14.5,3.6231517600546175,3.132961515316504,2.230054578761179,0.1856859932220634,0.3292121019072989,north,rammed-earth,0.14391671823767457,0.03772082760199667,3,129.46325814462648,1.5555381563710373,-25.8632,20.306,38.0994,300.8895,70.1684,429.4633,5.30031,4.91187,15.274
75,kaza,winter,12,-13.375,720,14.5,5.224843898194546,3.671898242534881,2.352877122126336,0.4261997574820704,0.1853467668454319,west,insulated-composite,0.14851850680754494,0.0,1,81.63266182591316,2.4450339823388876,-7.804,0.0,12.3638,76.6856,111.0522,200.1016,9.23611,4.66906,24.256
76,spiti,summer,1,1.55,0,8.2,4.313968808761118,4.097534123160411,2.202308772586742,0.4480105495233534,0.17022409649103876,north,insulated-composite,0.0,0.056189165804659005,1,102.48716747657251,0.6483811543915128,6.4596,163.9494,28.271,0.0,21.4501,213.6705,5.35249,0.52934,20.048
77,siachen,winter,18,-31.450000000000003,10,14.5,4.383298290464722,4.149878252823197,2.799695356715991,0.29183519182769946,0.3375152736561092,west,insulated-composite,0.13984081852014935,0.04630900641919505,3,51.902390224869066,2.1308539643755364,-25.1886,22.9444,30.8767,160.6164,137.4648,351.9024,7.78894,4.85316,30.653
78,kaza,summer,14,18.224999999999998,800,8.2,5.975423149492885,3.828534528993109,2.8599957188011516,0.24074408434137845,0.33688389991649803,south,insulated-composite,0.13602339965935242,0.0,3,152.93192828359315,1.3884785511215212,25.4005,0.0,19.7255,348.3901,143.0537,511.1693,6.79686,4.42818,42.718
79,kaza,summer,3,1.625,0,8.2,4.2579029637834305,4.117679495358313,2.5423624333000543,0.2724470004693039,0.21001252705838808,west,rammed-earth,0.0,0.0,2,36.51026223062121,2.1022227924962467,4.7743,289.2108,111.4818,0.0,62.9476,463.6402,1.00906,0.19092,28.287
80,ladakh,summer,17,13.9,270,8.2,5.58189120418839,3.1167009430653683,2.8678491588479864,0.18880884103748233,0.1687881314004283,west,insulated-composite,0.06245108954733139,0.048907571127200615,2,71.03373798786126,2.1217886778430506,19.611,0.0,43.1364,86.5838,145.0928,274.813,4.31638,2.37195,35.624
81,kaza,summer,17,12.925,270,8.2,5.858767405456697,4.0251512072179345,2.4551069310273808,0.3376434470741809,0.18012279041950402,south,insulated-composite,0.0,0.0,8,91.94170432945464,2.1506548460547386,20.5235,197.6252,67.4609,428.9527,197.903,891.9417,3.75159,0.16375,36.03
82,spiti,winter,12,-14.35,720,14.5,4.331828659187929,4.839843748589315,3.053984376147229,0.24666470214688146,0.23613710051033487,east,insulated-composite,0.0,0.0,4,133.79645002067522,1.20210042078864,-6.1555,0.0,103.1166,468.8217,144.6113,716.5496,2.74072,0.21467,43.676
83,kaza,winter,9,-16.075,480,14.5,5.934613292293684,4.362478814449221,2.964667228562,0.3787770275887923,0.22015190773557664,north,insulated-composite,0.0,0.0,4,63.24072970682057,2.0410118247700844,-9.7293,0.0,59.8424,243.8702,206.727,510.4396,4.20863,0.20014,47.488
84,spiti,winter,7,-21.15,120,14.5,5.448168050258493,4.65142479823594,2.3676995196777813,0.15225210983999996,0.1840324921323434,east,rammed-earth,0.0,0.020942830439731608,7,171.0512959221784,0.6734884893133329,-15.2824,345.9585,312.2689,153.9117,58.9122,871.0513,0.70352,0.30692,44.353
85,spiti,summer,14,17.25,800,8.2,4.268400997640381,4.049171314924654,3.1329007824132535,0.44424634365991034,0.11741015914784866,south,insulated-composite,0.14981923695154906,0.01769817912888132,2,162.3328353012789,1.0307068111313233,24.7892,0.0,16.1439,307.2026,78.5576,401.9041,9.59404,4.7647,30.077
86,siachen,summer,5,-8.75,40,8.2,4.65655478567799,3.7519153727006955,2.8861629156151505,0.3458060204607766,0.3480105013820137,west,rammed-earth,0.12822880704012093,0.031174769733982685,8,112.96269247441536,0.5570375347943328,2.2636,39.9788,79.0317,735.4488,58.5033,912.9627,5.37432,4.40993,28.371
87,spiti,summer,2,0.95,0,8.2,5.016793293670334,3.3833442376711695,2.9874638746315023,0.39963602258459585,0.30530769664946134,north,insulated-composite,0.0799571551588846,0.012570957727846468,4,77.87822280336192,2.321816105101048,8.0012,42.9851,42.3253,243.7104,148.8574,477.8782,6.94715,2.7843,27.051
88,spiti,summer,4,0.8499999999999999,0,8.2,3.2882856989156437,2.8838138051365347,2.7338400132739604,0.1702555440562245,0.1132017753500276,east,rammed-earth,0.0,0.05395343898294801,1,98.53699874496736,2.3914844794890207,4.8794,82.5987,121.586,0.0,58.7791,262.9638,0.99027,0.4626,18.148
89,ladakh,winter,8,-17.0,310,14.5,5.582402920861608,4.557811524875237,2.738941766264187,0.3957599637881941,0.1231890193561237,west,rammed-earth,0.0,0.017343186741070212,4,152.80356009914712,0.9951202901747012,-11.1613,168.2165,150.0837,149.3769,85.1265,552.8036,1.5814,0.22761,43.59
